Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,CL05C470JB51PNC,Samsung,,2060,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1002X,Panasonic,,41992,,,,,,OSI Electronics excess.,,,,,,
,CL05A105KQ5NNNC,Samsung,,88,,,,,,OSI Electronics excess.,,,,,,
,CC0402JRNPO9BN180,Yageo,,913,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1743X,Panasonic,,4822,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1601X,Panasonic,,1453,,,,,,OSI Electronics excess.,,,,,,
,RC0805JR-07470RL,Yageo,,157,,,,,,OSI Electronics excess.,,,,,,
,GRM1555C1H220JZ01D,Murata,,542,,,,,,OSI Electronics excess.,,,,,,
,RC0402JR-0775KL,Yageo,,4780,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0760R4L,Yageo,,4684,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF3653X,Panasonic,,4891,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07110KL,Yageo,,2439,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-072K2P,Yageo,,332,,,,,,OSI Electronics excess.,,,,,,
,GRM1555C1H471JA01D,Murata,,308,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0780K6L,Yageo,,7272,,,,,,OSI Electronics excess.,,,,,,
,AC2010JK-072KL,Yageo,,1903,,,,,,OSI Electronics excess.,,,,,,
,CC0402KRX7R7BB102,Yageo,,3588,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07220RL,Yageo,,4357,,,,,,OSI Electronics excess.,,,,,,
,RC0402JR-0722KL,Yageo,,7125,,,,,,OSI Electronics excess.,,,,,,
,C0402C101J3GAC7867,Kemet Electronics Corp,,29161,,,,,,OSI Electronics excess.,,,,,,
,NRC10F2101TRF,,,29,,,,,,OSI Electronics excess. MFR: NIC,,,,,,
,C1005X5R1E105K050BC (NRND),TDK Corp,,11718,,,,,,OSI Electronics excess.,,,,,,
,ERJ-P14J162U,Panasonic,,8150,,,,,,OSI Electronics excess.,,,,,,
,RK73H2BTTD3011F,Koa Speer,,3048,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1503X,Panasonic,,3916,,,,,,OSI Electronics excess.,,,,,,
,RK73H2BTTD4992F,,,3362,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,RK73H2BTTD1151F,Koa Speer,,58,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF3571X,Panasonic,,7700,,,,,,OSI Electronics excess.,,,,,,
,GRM188R71H222KA01D,Murata,,1747,,,,,,OSI Electronics excess.,,,,,,
,RC1210JR-074K7L,Yageo,,182,,,,,,OSI Electronics excess.,,,,,,
,RC0805JR-07560RL,Yageo,,4991,,,,,,OSI Electronics excess.,,,,,,
,RC0603FR-0768KL,Yageo,,75492,,,,,,OSI Electronics excess.,,,,,,
,ERJ-6ENF2260V,Panasonic,,2991,,,,,,OSI Electronics excess.,,,,,,
,RC0805JR-072KL,Yageo,,2272,,,,,,OSI Electronics excess.,,,,,,
,CRCW06035K11FKEA,,,2800,,,,,,OSI Electronics excess. MFR: DALE,,,,,,
,RC0603JR-07300KL,Yageo,,1872,,,,,,OSI Electronics excess.,,,,,,
,ERJ14NF5621U,Panasonic,,351,,,,,,OSI Electronics excess.,,,,,,
,CRCW060356R2FKEA,,,1681,,,,,,OSI Electronics excess. MFR: VISHAY/DAL,,,,,,
,9C06031A1202JLHFT,Yageo,,1269,,,,,,OSI Electronics excess.,,,,,,
,TBC18107-610103-B,,,5,,,,,,OSI Electronics excess. MFR: CTC,,,,,,
,MAX6328XR31+T,Maxim Integrated,,217,,,,,,OSI Electronics excess.,,,,,,
,C0603C472J5GACTU,Kemet Electronics Corp,,748,,,,,,OSI Electronics excess.,,,,,,
,C0603C0G1H470J030BA,TDK Corp,,2001,,,,,,OSI Electronics excess.,,,,,,
,HFI-160808-1N2S,,,3600,,,,,,OSI Electronics excess. MFR: JARO,,,,,,
,9C06031A1472FKHFT,Yageo,,1204,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07620RL,Yageo,,7216,,,,,,OSI Electronics excess.,,,,,,
,RK73H2ATTD1003F,Koa Speer,,3505,,,,,,OSI Electronics excess.,,,,,,
,RT0805FRE07499KL,Yageo,,291,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF2433X,Panasonic,,95,,,,,,OSI Electronics excess.,,,,,,
,CL10A475KO8NNNC,Samsung,,600,,,,,,OSI Electronics excess.,,,,,,
,C2012X5R1C106M085AC,TDK Corp,,3906,,,,,,OSI Electronics excess.,,,,,,
,SN74LVC06ARGYR,Texas Instruments,,405,,,,,,OSI Electronics excess.,,,,,,
,RK73H1ETTP9531F,,,3234,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,3075,,,660,,,,,,OSI Electronics excess. MFR: ALPHA,,,,,,
,TAT-125-1/4-0-STK,,,226,,,,,,OSI Electronics excess. MFR: RAYCHEM/TY,,,,,,
,RC0603FR-0734K8L,Yageo,,544,,,,,,OSI Electronics excess.,,,,,,
,C3216X5R1E106M085AC,TDK Corp,,254,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07330RL,Yageo,,6531,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-071K13L,Yageo,,1849,,,,,,OSI Electronics excess.,,,,,,
,502494-1470,Molex LLC,,1447,,,,,,OSI Electronics excess.,,,,,,
,5-103946-1,Amphenol,,83,,,,,,OSI Electronics excess.,,,,,,
,TS3L110RGYR,Texas Instruments,,832,,,,,,OSI Electronics excess.,,,,,,
,C0402C104K4RACTU,Kemet Electronics Corp,,10000,,,,,,OSI Electronics excess.,,,,,,
,RK73H1ETTP1582F,,,1124,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,CRCW040233K2FKED,,,15230,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,RC0402FR-0723K2L,Yageo,,6639,,,,,,OSI Electronics excess.,,,,,,
,RC0603FR-07412RL,Yageo,,1552,,,,,,OSI Electronics excess.,,,,,,
,39-29-1067,Molex LLC,,3380,,,,,,OSI Electronics excess.,,,,,,
,1-329632-2,TE Connectivity,,192,,,,,,OSI Electronics excess.,,,,,,
,RL1206FR-070R75L,Yageo,,4604,,,,,,OSI Electronics excess.,,,,,,
,TCBS-8-01,,,75,,,,,,OSI Electronics excess. MFR: PROPOWER,,,,,,
,RK73H1ETTP5901F,,,2842,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,04023C682KAT2A,Avx Corp,,7348,,,,,,OSI Electronics excess.,,,,,,
,CR0402-FX-4222GLF,Bourns Inc,,5370,,,,,,OSI Electronics excess.,,,,,,
,CC0805JRNPO9BN471,Yageo,,1542,,,,,,OSI Electronics excess.,,,,,,
,C1608C0G1H270J,TDK Corp,,544,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF4423X,Panasonic,,11388,,,,,,OSI Electronics excess.,,,,,,
,0603ZC224KAT2A,Avx Corp,,6348,,,,,,OSI Electronics excess.,,,,,,
,1N5261B,,,341,,,,,,OSI Electronics excess. MFR: MCC,,,,,,
,1.5KE75AG,On Semiconductor,,33,,,,,,OSI Electronics excess.,,,,,,
,ECQE2475KB,Panasonic,,341,,,,,,OSI Electronics excess.,,,,,,
,C1005X7R1A224K050BB,TDK Corp,,14035,,,,,,OSI Electronics excess.,,,,,,
,RMCF2512JT1K00,,,1480,,,,,,OSI Electronics excess. MFR: Stackpole,,,,,,
,0404LPP,,,796,,,,,,OSI Electronics excess. MFR: KANEBRIDGE,,,,,,
,ERJ6GEYJ823V,Panasonic,,6929,,,,,,OSI Electronics excess.,,,,,,
,ERJ-14YJ561U,Panasonic,,478,,,,,,OSI Electronics excess.,,,,,,
,06033C104JAZ2A,Avx Corp,,1670,,,,,,OSI Electronics excess.,,,,,,
,RC0805FR-0749R9L,Yageo,,351,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF4301X,Panasonic,,1960,,,,,,OSI Electronics excess.,,,,,,
,0ZCM0010FF2G,,,1018,,,,,,OSI Electronics excess. MFR: BELFUSE,,,,,,
,ABS25-32.768KHZ-6-1-T,Abracon,,796,,,,,,OSI Electronics excess.,,,,,,
,C1005X5R0J475K050BC,TDK Corp,,1255,,,,,,OSI Electronics excess.,,,,,,
,B2100AF-13,,,5609,,,,,,OSI Electronics excess. MFR: DIODESINC,,,,,,
,2450AT18D0100,,,444,,,,,,OSI Electronics excess. MFR: JOHANSON,,,,,,
,5065-2,,,53,,,,,,OSI Electronics excess. MFR: KEYSTONE,,,,,,
,06035C823JAT2A,Avx Corp,,1765,,,,,,OSI Electronics excess.,,,,,,
,C0805C221K5RACTU,Kemet Electronics Corp,,2023,,,,,,OSI Electronics excess.,,,,,,
,1.5SMC62CA,Bourns Inc,,24,,,,,,OSI Electronics excess.,,,,,,
,ERJ-1GEF2490C,Panasonic,,1450,,,,,,OSI Electronics excess.,,,,,,
,TCMT1107,,,15,,,,,,OSI Electronics excess. MFR: VISHAY/SEM,,,,,,
,MFR-25FBF-10K0,Yageo,,786,,,,,,OSI Electronics excess.,,,,,,
,GRM188R71A124JA01J,Murata,,8759,,,,,,OSI Electronics excess.,,,,,,
,ERJ-1GEF1004C,Panasonic,,3059,,,,,,OSI Electronics excess.,,,,,,
,ERJ-1GEF60R4C,Panasonic,,1831,,,,,,OSI Electronics excess.,,,,,,
,DDTC144EE-7-F,,,957,,,,,,OSI Electronics excess. MFR: DIODESINC,,,,,,
,RLB0912-101KL,Bourns Inc,,102,,,,,,OSI Electronics excess.,,,,,,
,MFR-25FBF-1M00,Yageo,,994,,,,,,OSI Electronics excess.,,,,,,
,43045-0200,Molex LLC,,87,,,,,,OSI Electronics excess.,,,,,,
,LTC-4724JR,,,407,,,,,,OSI Electronics excess. MFR: LITE-ON,,,,,,
,ES1B,,,4475,,,,,,OSI Electronics excess. MFR: ON,,,,,,
,ACM2012D-900-2P-T00,TDK Corp,,852,,,,,,OSI Electronics excess.,,,,,,
,P6SMB91A,Littelfuse Inc,,2280,,,,,,OSI Electronics excess.,,,,,,
,IL-Z-C3-A-15000,,,77861,,,,,,OSI Electronics excess. MFR: JAE,,,,,,
,9536 BLK/INSUL,,,52993,,,,,,OSI Electronics excess. MFR: BELDENVA,,,,,,
,AS999-24 BROWN,,,9206,,,,,,OSI Electronics excess. MFR: COONER WIR,,,,,,
,2-332070-1,,,8512,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,AS999-22 RED,,,5600,,,,,,OSI Electronics excess. MFR: COONER WIR,,,,,,
,ERJ-2RKF4990X,Panasonic,,23000,,,,,,OSI Electronics excess.,,,,,,
,CC0603JRX7R9BB104,Yageo,,2280,,,,,,OSI Electronics excess.,,,,,,
,F1-S20S,,,2477,,,,,,OSI Electronics excess. MFR: JAE,,,,,,
,ERJ-2RKF2000X,Panasonic,,7757,,,,,,OSI Electronics excess.,,,,,,
,GRM033R61C333KE84D,Murata,,2855,,,,,,OSI Electronics excess.,,,,,,
,NLV32T-6R8J-PF,TDK Corp,,1446,,,,,,OSI Electronics excess.,,,,,,
,66925-007,Amphenol Fci,,1305,,,,,,OSI Electronics excess.,,,,,,
,293D474X9035B2TE3,,,1160,,,,,,OSI Electronics excess. MFR: SPRAGUE,,,,,,
,LF412CDR,,,979,,,,,,OSI Electronics excess. MFR: NSC,,,,,,
,NFE61PT361B1H9L,Murata,,572,,,,,,OSI Electronics excess.,,,,,,
,8101-0101-40,,,554,,,,,,OSI Electronics excess. MFR: LAIRD,,,,,,
,ERJ-2RKF1782X,Panasonic,,7798,,,,,,OSI Electronics excess.,,,,,,
,CRCW0603665KFKEA,,,356,,,,,,OSI Electronics excess. MFR: VISHAY/DAL,,,,,,
,S1B,,,5707,,,,,,OSI Electronics excess. MFR: FAIRCHILD,,,,,,
,RLF12545T-100M5R1-PF,TDK Corp,,311,,,,,,OSI Electronics excess.,,,,,,
,DW-18-09-G-S-465,Samtec Inc,,261,,,,,,OSI Electronics excess.,,,,,,
,C0603C821K5RACTU,Kemet Electronics Corp,,238,,,,,,OSI Electronics excess.,,,,,,
,C1206C475K4PAC7800,Kemet Electronics Corp,,7563,,,,,,OSI Electronics excess.,,,,,,
,330-050,,,204,,,,,,OSI Electronics excess. MFR: BIVAR,,,,,,
,C0603C103J1RACTU,Kemet Electronics Corp,,1602,,,,,,OSI Electronics excess.,,,,,,
,FMMT618TA,,,134,,,,,,OSI Electronics excess. MFR: DIODESINC,,,,,,
,RC0402FR-075K1L,Yageo,,946,,,,,,OSI Electronics excess.,,,,,,
,DCC-11,,,124,,,,,,OSI Electronics excess. MFR: CAPLUGS,,,,,,
,EX80-100P1(30),Hirose Electric,,249,,,,,,OSI Electronics excess.,,,,,,
,GRM188R71E105KA12D,Murata,,1301,,,,,,OSI Electronics excess.,,,,,,
,311-715HRCT-ND,,,3933,,,,,,OSI Electronics excess. MFR: DIGIKEY,,,,,,
,RC0603FR-0730RL,Yageo,,2984,,,,,,OSI Electronics excess.,,,,,,
,CR0805-8W-5621FT,,,2876,,,,,,OSI Electronics excess. MFR: VENKEL,,,,,,
,440360-2,,,7,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,MP3310EQ-LF-Z,,,2791,,,,,,OSI Electronics excess. MFR: MPS,,,,,,
,FP6736S5GTR,,,729,,,,,,OSI Electronics excess. MFR: FITIPOWER,,,,,,
,UKL1J150MED1TD,,,43,,,,,,OSI Electronics excess. MFR: NICHICON,,,,,,
,IPP50R140CPHKSA1,Infineon,,1138,,,,,,OSI Electronics excess.,,,,,,
,R413F16804000M,Kemet Electronics Corp,,3169,,,,,,OSI Electronics excess.,,,,,,
,C3216C0G2E223J160AA,TDK Corp,,1643,,,,,,OSI Electronics excess.,,,,,,
,7382-5608-30,,,90,,,,,,OSI Electronics excess. MFR: YAZAKI,,,,,,
,TCK-050,,,100,,,,,,OSI Electronics excess. MFR: TRACO,,,,,,
,B32529C8222K289,,,2732,,,,,,OSI Electronics excess. MFR: EPCOS,,,,,,
,ERA-3AEB2261V,Panasonic,,4941,,,,,,OSI Electronics excess.,,,,,,
,CGA5H3C0G2E103J115AA,TDK Corp,,1176,,,,,,OSI Electronics excess.,,,,,,
,CRCW1206100RFKEAHP,,,7449,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,ERJ-3EKF2491V,Panasonic,,2697,,,,,,OSI Electronics excess.,,,,,,
,MUR1660CTG,,,3945,,,,,,OSI Electronics excess. MFR: ON,,,,,,
,ATMEGA8A-PU,,,177,,,,,,OSI Electronics excess. MFR: ATMEL,,,,,,
,WSL2512R1000FEA,,,4100,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,PVA6RE24231,,,315,,,,,,OSI Electronics excess. MFR: E-SWITCH,,,,,,
,MC145193F,,,357,,,,,,OSI Electronics excess. MFR: MOTOROLA,,,,,,
,961-722512-000,,,44,,,,,,OSI Electronics excess. MFR: PARKER,,,,,,
,EGG.1B.302.CYM,,,72,,,,,,OSI Electronics excess. MFR: LEMO,,,,,,
,68402-315LF,,,750,,,,,,OSI Electronics excess. MFR: AMPHENOL,,,,,,
,YJP1608-R001,,,10000,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
,SRP4020TA-R10Y,Bourns Inc,,1288,,,,,,OSI Electronics excess.,,,,,,
,HC-49U/N-2.4576MHZ,,,436,,,,,,OSI Electronics excess. MFR: M-TRON,,,,,,
,WM8960CGEFL/V,,,165,,,,,,OSI Electronics excess. MFR: CIRRUSLOG,,,,,,
,PA0603-R-070RL,Yageo,,4875,,,,,,OSI Electronics excess.,,,,,,
,SCMR22L105SSBB0,Avx Corp,,100,,,,,,OSI Electronics excess.,,,,,,
,MAX6007BEUR-T,Maxim Integrated,,930,,,,,,OSI Electronics excess.,,,,,,
,ERM5-020-05.0-L-DV-TR,Samtec Inc,,100,,,,,,OSI Electronics excess.,,,,,,
,RJE59-188-54A1,,,100,,,,,,OSI Electronics excess. MFR: AMPHENOL,,,,,,
,SMTSO-M25-2ET,,,1500,,,,,,OSI Electronics excess. MFR: PENNENG,,,,,,
,ERF5-040-01-L-D-RA-TR,Samtec Inc,,50,,,,,,OSI Electronics excess.,,,,,,
,MAX11210EEE+T,,,109,,,,,,OSI Electronics excess. MFR: MAXIM-INT,,,,,,
,RN73H1JTTD1002F100,,,6600,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,T1M-06-F-SH-L-K,Samtec Inc,,179,,,,,,OSI Electronics excess.,,,,,,
,HCJ1206ZT0R00,,,2850,,,,,,OSI Electronics excess. MFR: STACKPOLE,,,,,,
,TEM-110-02-03.0-H-D-L1-K-TR,Samtec Inc,,80,,,,,,OSI Electronics excess.,,,,,,
,RE0201BRE07191KL,Yageo,,10000,,,,,,OSI Electronics excess.,,,,,,
,EGG.1B.665.ZZM,,,153,,,,,,OSI Electronics excess. MFR: LEMO,,,,,,
,R3111H421A,,,992,,,,,,OSI Electronics excess. MFR: RICOH,,,,,,
,RN73R1JTTD1002F25,,,5800,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,ERM5-030-02.0-L-DV-TR,Samtec Inc,,50,,,,,,OSI Electronics excess.,,,,,,
,ERF5-010-01-L-D-RA-TR,Samtec Inc,,50,,,,,,OSI Electronics excess.,,,,,,
,ERM5-010-02.0-L-DV-TR,Samtec Inc,,62,,,,,,OSI Electronics excess.,,,,,,
,T491C107M010AT,Kemet Electronics Corp,,500,,,,,,OSI Electronics excess.,,,,,,
,MAX6070AAUT18+T,Maxim Integrated,,105,,,,,,OSI Electronics excess.,,,,,,
,BMI-S-203-F,,,119,,,,,,OSI Electronics excess. MFR: LAIRD,,,,,,
,MSP430F5359IZQWT,Texas Instruments,,19,,,,,,OSI Electronics excess.,,,,,,
,LTC2051HVHS8#TRPBF,,,40,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,T2M-110-01-L-D-RA-WT,Samtec Inc,,60,,,,,,OSI Electronics excess.,,,,,,
,LS2-115-01-F-D,Samtec Inc,,29,,,,,,OSI Electronics excess.,,,,,,
,LS2-110-01-F-D,Samtec Inc,,35,,,,,,OSI Electronics excess.,,,,,,
,C0603C471K4RACTU,Kemet Electronics Corp,,1250,,,,,,OSI Electronics excess.,,,,,,
,277LF-33.9075-2,,,543,,,,,,OSI Electronics excess. MFR: FOX,,,,,,
,VJ0201Y102JXACW1BC,,,15000,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,LT1460HCS3-3#TRMPBF,,,18,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,174-1839-02U,,,3,,,,,,OSI Electronics excess. MFR: ADS,,,,,,
,60RF-JMCS-G-1B-TF(N)(LF)(SN),Jst,,46,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD2202F100,,,1000,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,R82CC4220Z370J,Kemet Electronics Corp,,148,,,,,,OSI Electronics excess.,,,,,,
,LMZ21701SILT,Texas Instruments,,16,,,,,,OSI Electronics excess.,,,,,,
,U.FL-R-SMT-1(10),Hirose Electric,,57,,,,,,OSI Electronics excess.,,,,,,
,TPS22916CNYFPR,Texas Instruments,,370,,,,,,OSI Electronics excess.,,,,,,
,1SMB5932BT3G,On Semiconductor,,438,,,,,,OSI Electronics excess.,,,,,,
,GRM2195C1H103FA01D,Murata,,200,,,,,,OSI Electronics excess.,,,,,,
,RK73B2ETTD101J,Koa Speer,,3944,,,,,,OSI Electronics excess.,,,,,,
,"PMEG6010CEJ,115",Nexperia,,147,,,,,,OSI Electronics excess.,,,,,,
,AP22653FDZ-7,Diodes Inc,,150,,,,,,OSI Electronics excess.,,,,,,
,SMBJ5.0A,Diodes Inc,,546,,,,,,OSI Electronics excess.,,,,,,
,TPS25942ARVCR,Texas Instruments,,33,,,,,,OSI Electronics excess.,,,,,,
,60PS-JMCS-G-1B-TF(N)(LF)(SN),Jst,,28,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD1000F100,,,680,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,150080M153000,Wuerth Elektronik,,168,,,,,,OSI Electronics excess.,,,,,,
,RN73H1ETTP1652F50,,,250,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,40RF-JMCS-G-1B-TF(N)(LF)(SN),Jst,,25,,,,,,OSI Electronics excess.,,,,,,
,ERA-2AEB472X,Panasonic,,320,,,,,,OSI Electronics excess.,,,,,,
,CPF0603F100KC1,,,1285,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,04026D106MAT2A,Avx Corp,,148,,,,,,OSI Electronics excess.,,,,,,
,RCG040210K0FKED,,,5460,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,40PS-JMCS-G-1B-TF(N)(LF)(SN),Jst,,29,,,,,,OSI Electronics excess.,,,,,,
