Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,RM04FTN1001,,TA-I Technology Co. Ltd,9900.000,,US2501260000007;HK-EXCESS06,,,,105A510014-TKFR 1K 1% 1/16W SMD 0402,,,,0.00000,,
,SEA0418,,Seacomp,2.000,,US2508190000006;QC INSPECT,,,,SEA0418,,,,0.00000,,
,SI1902CDL-T1-GE3,,Vishay Semiconductor Opto Division,438.000,,US2206210000002;HK-EXCESS04,,,,TRANS MOSFET N-CH 20V,,,,0.00000,,
,SN74LVC1G08DCKR,,Texas Instruments,3000.000,,US2501290000063;HK-EXCESS04,,,,"IC AND GATE, SINGLE, SURFACE MOUNT",,,,0.00000,,
,STB120N4F6,,St Micro,5000.000,,US2410040000020;HK-EXCESS01,,,,MOSFET N-CH 40V 80A D2PAK,,,,0.00000,,
,THS3202DGNR,,Texas Instruments,610.000,,US2305090000019;HK-EXCESS03,,2231,,IC OPAMP CFA 2 CIRCUIT 8HVSSOP,,,,0.00000,,
,TL3301PF160QG,,E-Switch,500.000,,US2409240000007;HK-EXCESS06,,,,E-SWITCH - TL3301PF160QG - Tactile,,,,0.00000,,
,TL432AQDBZRG4,,Texas Instruments,935.000,,US2208120000006;HK-EXCESS04,,,,IC VREF SHUNT ADJ 1% SOT23-3,,,,0.00000,,
,VRB2424XLD-15WR3,,Mornsun,465.000,,US2506190000001;HK-EXCESS02,,2524,,"ST15-2424S,DC/DC CONVERTER,15W,SMT",,,,6.28000,,
,W631GG6NB-12,,Winbond,1514.000,,US2501070000006;HK-EXCESS03,,,,SDRAM - DDR3 Memory IC 1Gbit SSTL_15 800,,,,0.00000,,
,WKO331MCPCF0KR,,Vishay Dale,2997.000,,US2210020000004;HK-EXCESS03,,,,CAP CER 330PF 440VAC Y5T RADIAL,,,,0.00000,,
,WKO331MCPCF0KR,,Vishay Dale,3.000,,US2501290000075;HK-EXCESS03,,,,CAP CER 330PF 440VAC Y5T RADIAL,,,,0.00000,,
