Item,,ItemDescription,Lot,Location,Lot Cost,Lot Quantity,Lot Unit Cost,Item Lot Revision,Non-Nettable Stock,,Qty WIP,Qty On Customer Orders,,Qty On Purchase Orders,Total On Hand,PO On Order 3PL,CO On Order 3PL,,Last Sales Date,Drawing Revision,Manufacturer,Name,Product Category,Warehouse,,Warehouse Name,NSN,,Expiration Date,Currency,Date Code,Price,Site,Shelf Life,Haz,,,Date Lot,,,,
25PK470MEFC8X11.5,,"CAP, 470F, 25V, 20%",US2412090000005,HK-A03,67.8,2000,0.0339,,,,,2000,,,2000,,,,45562,,M04971,Rubycon,,W105,,Astute Electronics Inc,,,,USD,,0.0339,USS site,,,,,45635,,,,
26020013,,Switch Selector,LI2208150000023,G07E02,,2,,,,,,,,,2,,,,,,M07885,Hamilton Caster & Manufacturing Co,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44788,,,,
26-60-5120,,(CE/) CONN 12POS HDR FLOK TH,US2602250000052,QC INSPECT,,868,,,,,,,,,868,,,,,,M03837,Molex LLC,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46078,,,,
2743013211,,BEAD ON LEADS,PX2312280000109,F01C01,,356,,,,,,,,,4539,,,,,,M02070,Fair-Rite,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45288,,,,
2743013211,,BEAD ON LEADS,PX2312280000110,F01C02,,4183,,,,,,,,,4539,,,,,,M02070,Fair-Rite,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45288,,,,
2744044447,,"INDUCTOR, SUPPRESSION BEAD,",US2512110000019,STOCK,1704.6,9000,0.1894,,,,,9000,,,9000,,,,44084,,M02070,Fair-Rite,Ferrites,MAIN,,Astute Electronics Inc.,,,,USD,,0.1894,USS site,,,,,46002,,,,
2744044447,,"INDUCTOR, SUPPRESSION BEAD,",US1909120000001,G02C02,,4500,,,,,,,,,4500,,,,,,M02070,Fair-Rite,Ferrites,W104,,Astute Electronics Inc. ATX Excess,,,,EUR,1829,0.0435,USS site,,,,,43720,,,,
2-747708-0,,"CONN,DSUB,25F,PCB STRT,0.25""",US2408060000008,LAMTB.4.3,,2,,,,,,,,,5,,,,45995,,M07204,ITT Interconnect Solutions,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2045,7.64,USS site,,,,,45510,,,,
2-747708-0,,"CONN,DSUB,25F,PCB STRT,0.25""",US2512040000021,QC INSPECT,84.2286,3,28.0762,,,,,,,,5,,,,45995,,M07204,ITT Interconnect Solutions,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,28.0762,USS site,,,,,45995,,,,
282834-2,,"TERM BLK,2 CKT,16-30AWG,2.54MM,10A,THT",US2408060000071,LAMBLK.9.10,,492,,,,,,,,,492,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2247,0.59,USS site,,,,,45510,,,,
282834-3,,"TERM BLK,3 CKT,16-30AWG,2.54MM,10A,THT",US2409200000032,LAMBLK.13.16,,199,,,,,,,,,199,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,GBP,2320,0.615,USS site,,,,,45555,,,,
282834-5,,"TERM BLK,5 CKT,16-30AWG,2.54MM,10A,THT",US2407230000089,LAMBLK.5.9,,299,,,,,,,,,299,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2340,2.156,USS site,,,,,45496,,,,
2-87631-1,,"CONNECTOR,ELEC,PLUG",US2601290000036,DSQR1,31.317,11,2.847,,,,,11,,,11,,,,,,M05724,TE Connectivity,,MAIN,,Astute Electronics Inc.,,,,USD,,2.847,USS site,,,,,46051,,,,
2920L050DR,,"PTC Resettable Fuse, 1.4ohm, Surface Mou",US2408280000022,LAM7.11.23,82.1646,911,0.09019,,,,,,,,911,,,,46078,,M03395,Littlefuse Inc,Fuses,W111,,Astute Electronics Inc. LAM 3PL,,,,GBP,2404,0.072,USS site,,,,,45532,,,,
2920L075DR,,"FUSE,SMD,2920,RESETABLE,30V,0.75A,ROHS",US2407080000021,LAM7.10.18,160.33177,1130,0.14189,,,,,,,,1130,,,,46078,,M12364,"Littelfuse, Inc.",,W111,,Astute Electronics Inc. LAM 3PL,,,,GBP,2350,0.11448,USS site,,,,,45481,,,,
2920L500/24SLDR,,"FUSE,SMD,PPTC,24V,5A,2920,ROHS",US2408120000032,LAM7.10.19,,1500,,,,,,,,,1500,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,2204,1.26,USS site,,,,,45516,,,,
2920L600/24SLER,,"FUSE,SMD,PPTC,24V,6A,2920,ROHS",US2408120000034,LAM13.9.5,,2500,,,,,,,,,2500,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,2328,1.28,USS site,,,,,45516,,,,
293D105X9035B2TE3,,CAP TANT 1UF 10% 35V 1411,US2201170000021,G01D03,,8568,,,,,,,,,10568,,,,,,M06570,Vishay Sprague,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1805, 1840, 1844",,USS site,,,,,44578,,,,
293D105X9035B2TE3,,CAP TANT 1UF 10% 35V 1411,US2205250000029,G01D03,,2000,,,,,,,,,10568,,,,,,M06570,Vishay Sprague,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1822,,USS site,,,,,44706,,,,
293D335X0050D2T,,CAPTANTALUM3.3UF+20 PERC -20 PERC 50V-DC,US2007060000009,G07D04,,335,,,,,,,,,335,,,,,,M06762,Vishay Dale,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.4,USS site,,,,,44018,,,,
293D475X0035D2TE3,,CAP TANT 4.7UF 20% 35V 2917,US2204060000062,G01B01,,1500,,,,,,,,,2000,,,,,,M06570,Vishay Sprague,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1944,,USS site,,,,,44657,,,,
293D475X0035D2TE3,,CAP TANT 4.7UF 20% 35V 2917,US2204250000033,G01B01,,500,,,,,,,,,2000,,,,,,M06570,Vishay Sprague,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1909,,USS site,,,,,44676,,,,
2970442,,SIDE ELEM 11.25MM W W/O MKR GR,US2602230000007,QC INSPECT,,786,,,,,,,,,786,,,,,,M04392,Phoenix Contact,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46076,,,,
2N2222A,,Transistor Bipolar,US2201260000032,G05D01,,1758,,,,,,,,,1758,,,,,,M03611,Microchip Technology Inc,Transistors,W106,,Astute Electronics TAX Excess/Consignment,,,,,2006,,USS site,,,,,44587,,,,
2N7002,,"Mosfet,N-Ch,60v,300ma,Sot-23",US2205030000027,G01C02,,44338,,,,,,,,,47572,,,,,,M04116,NXP Semiconductors,Transistors,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1937, 1940, 1903, 1905",,USS site,,,,,44684,,,,
2N7002,,"Mosfet,N-Ch,60v,300ma,Sot-23",US2205110000014,G01C02,,3234,,,,,,,,,47572,,,,,,M04116,NXP Semiconductors,Transistors,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1844, 1832",,USS site,,,,,44692,,,,
2N7002K-7,,Trans MOSFET N-CH 60V 0.38A 3-Pin SOT-23,US2110180000009,G06B03,,3000,,,,,,,,,3000,,,,,,M01611,Diodes Inc,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,2130,0.05439956,USS site,,,,,44487,,,,
2N7002LT1G,,MOSFET N-CH 60V 115MA SOT23-3,US2204250000028,G01B01,,12000,,,,,,,,,12000,,,,,,M04180,On Semiconductor,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1909,,USS site,,,,,44676,,,,
2SA1416S-TD-E,,"XSTR,SMD,PNP,100V,1A,500MW,SOT-89,ROHS",US2408120000022,LAM7.9.15,48.98,620,0.079,,,,,,,,620,,,,46087,,M04180,On Semiconductor,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,2346,0.079,USS site,,,,,45516,,,,
2SA1492,,TRANS PNP 180V 15A TO3P,US2602050000036,HK-B04,259.2,240,1.08,,,,,240,,,240,,,,46058,,M12092,Inchange Semiconductor,,W105,,Astute Electronics Inc,,,,USD,,1.08,USS site,,,,,46058,,,,
2SA1837,,TRANS PNP 230V 1A TO220NIS,US2511030000061,HK-D03,500,2000,0.25,,,,,2000,,,2000,,,,45971,,M12092,Inchange Semiconductor,,W105,,Astute Electronics Inc,,,,USD,2541,0.25,USS site,,,,,45964,,,,
2SC3856-P,,TRANS NPN 180V 15A TO3P,US2602090000043,HK-I01,4320,4800,0.9,,,,,21600,,16800,4800,,,,46062,,M12092,Inchange Semiconductor,,W105,,Astute Electronics Inc,,,,USD,2606,0.9,USS site,,,,,46062,,,,
2SK3163-E,,"N-CHANNEL FET;60V,70A,.007",US2506110000014,F04B02,,668,,,,,,,,716,1384,,,,45866,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45819,,,,
2SK3163-E,,"N-CHANNEL FET;60V,70A,.007",US2506120000025,F04B02,,716,,,,,,,,716,1384,,,,45866,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45820,,,,
"2SK880-Y(TE85L,F)",,JFET N-CH 50V 0.1W USM,US2106110000009,G04D04,,17993,,,,,,,,,17993,,,,46079,,M05898,Toshiba,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.0638,USS site,,,,,44358,,,,
30023-56R0FMM1,,"CAPH,56PF,1%,50V,NPO,",US2108120000017,G07D04,,741,,,,,,,,,741,,,,,,M04556,Presidio,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,1.58,USS site,,,,,44420,,,,
3003W3SXX56N40X,,"CONN,DSUB,FEMALE,R/A,3W3,20A",US2409230000044,LAMBLKB.8.1,,240,,,,,,,,,240,,,,,,M01276,Conec,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,11.47,USS site,,,,,45558,,,,
3003W3SXX69E40X,,"CONN,RCPT,D-SUB,POWER,3P,ROHS",US2408200000019,LAMSHELF.3.7,,189,,,,,,,,,189,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,7.61,USS site,,,,,45524,,,,
3005W5PXX49E40X,,"CONN,PLUG,DSUB,5 PIN,20 AMP",US2411210000009,LAMTY.11.6,,60,,,,,,,,,60,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,12.671,USS site,,,,,45617,,,,
3005W5SXX69E40X,,"CONN,RCPT,D-SUB,POWER,5P,ROHS",US2407220000049,LAMBLKB.5.5,,140,,,,,,,,,140,,,,,,M00335,Amphenol Corp,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,16.75,USS site,,,,,45495,,,,
3007W2SCR50E20X,,"CONN,RCPT,DSUB,MINIATURE,7 POS,ST",US2409230000045,LAMBLKB.8.2,,100,,,,,,,,,100,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,10.273,USS site,,,,,45558,,,,
3007W2SCT56N40X,,"CONN,RCPT,FEM SKT,D-SUB,7W2,90DEG,20A",US2410030000014,LAMSHELF.5.1,,220,,,,,,,,,220,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,12.389,USS site,,,,,45568,,,,
3008W8SXX69E40X,,"CONN,RCPT,D-SUB,POWER,8P,ROHS",US2408200000018,LAMSHELF.4.1,,95,,,,,,,,,95,,,,45945,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,16.863,USS site,,,,,45524,,,,
300R102U050JJ2E,,Aluminum Electrolytic Capacitors - Radia,LI2207140000031,G03F03,,456,,,,,,,,,456,,,,,,M01329,Cornell Dubilier,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44756,,,,
3020-20-0300-00,,"CONN,SMD,IDC BOX HDR,2.54MM,20 CONT,500V",US2407230000099,LAMTY.4.2,,80,,,,,,,,,80,,,,,,M11875,CnC Tech,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.595,USS site,,,,,45496,,,,
302W2CPXX51E40X,,"CONN,PLUG,COMBO-D,2W2C,30A,SHL SIZE 1",US2408010000018,LAMBLK.6.23,319.2,35,9.12,,,,,,,,35,,,,46076,,M11481,CONEC Elektronische Bauelemente GmbH,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,2223,9.12,USS site,,,,,45505,,,,
302W2CPXX71E40X,,"CONN, PLUG, COMBO DSUB, M/F 30A, ST",US2505300000008,LAMBLK.11.20,82.94,11,7.54,,,,,,,50,11,,,,46087,,M11481,CONEC Elektronische Bauelemente GmbH,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,2515,7.54,USS site,,,,,45807,,,,
302W2CSXX55N40X,,"CONN,RCPT,DSUB,F/M,RA,2PIN,15A",US2409230000043,LAMBLKB.8.3,,210,,,,,,,,,210,,,,,,M01276,Conec,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,11.12,USS site,,,,,45558,,,,
302W2CSXX56N40X,,D Type Connector 2 Contact Fem,US2408120000024,LAMBLK.10.11,206.8,20,10.34,,,,,,,,20,,,,45849,,M01276,Conec,USB D Sub and Computing Connectors,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,2430,10.34,USS site,,,,,45516,,,,
302W2CSXX71E40X,,"CONN,RCPT,D-SUB,PWR,30A,2P,COMBO,ROHS",US2408190000051,LAMBLK.8.19,,46,,,,,,,,,46,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,Z2426,7.126,USS site,,,,,45523,,,,
303W3CSXX69E40X,,"CONN,RCPT,D-SUB,POWER,3P,COMBO,ROHS",US2505130000019,LAMBLK.7.13,674.15876,100,6.74159,,,,,,,,113,,,,45930,,M11481,CONEC Elektronische Bauelemente GmbH,,W111,,Astute Electronics Inc. LAM 3PL,,,,GBP,Z2135,5.189,USS site,,,,,45790,,,,
303W3CSXX69E40X,,"CONN,RCPT,D-SUB,POWER,3P,COMBO,ROHS",US2506050000009,LAMBLK.7.13,180.05,13,13.85,,,,,,,,113,,,,45930,,M11481,CONEC Elektronische Bauelemente GmbH,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,Inconclusive,13.85,USS site,,,,,45813,,,,
303W3CSXX69E40X,,"CONN,RCPT,D-SUB,POWER,3P,COMBO,ROHS",US2408010000026,LAMBLK.7.13,,17,,,,,,,,,17,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2319,13.85,USS site,,,,,45505,,,,
3045A-B-632-B-14,,ROUND SWAGE STANDOFFBRIGHT TIN O,US2204060000023,G05D01,,158,,,,,,,,,158,,,,,,M04718,Raf Electronics Hardware,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44657,,,,
3048-B-632-B-16,,"STDF,RND,SWAGE1/4 5/16"" 6-32,0.105"",ROHS",          28271,LAMBLK.14.6,,174,,,,,,,,,174,,,,,,M04718,Raf Electronics Hardware,,W115,,Astute Electronics Inc. LAM STL,,,,USD,Inconclusive,1.5,USS site,,,,,45523,,,,
3051-B-632-B-16,,ROUND SWAGE STANDOFFELECTRO TIN1,US2204060000022,G05D01,,1514,,,,,,,,,1667,,,,,,M04718,Raf Electronics Hardware,,W106,,Astute Electronics TAX Excess/Consignment,,,,,20191226,,USS site,,,,,44657,,,,
3051-B-632-B-16,,ROUND SWAGE STANDOFFELECTRO TIN1,US2204060000020,G05D01,,153,,,,,,,,,1667,,,,,,M04718,Raf Electronics Hardware,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44657,,,,
3055 BK001,,3055 BK001,US1710180000030,G07A02,,1,,,,,,,,,1,,,,,,M00295,Alpha Wire,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43390,,,,
3055 RD001,,HOOK-UP STRND RED 1000,US0810180000011,A01B01,,1,,,,,,,,,1,,,,,,M00295,Alpha Wire,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43381,,,,
30J27RE,,RES 27 OHM 5% 10W AXIAL,US2204290000020,A02F01,,2584,,,,,,,,,2584,,,,,,M04140,Ohmite,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2008, 1929, 1813",,USS site,,,,,44680,,,,
310-83-105-41-105101,,CONN SOCKET 5POS 0.1 GOLD SMD,US2202080000011,G05D01,,4322,,,,,,,,,4322,,,,,,M04543,Precidip,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"180723, 171110, 190206",,USS site,,,,,44600,,,,
310-83-105-41-105191,,CONN SOCKET 5POS 0.1 GOLD SMD,US2204280000013,A02F01,,5725,,,,,,,,,5725,,,,,,M04543,Precidip,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44679,,,,
310-83-120-41-001101,,CONN SOCKET 20POS 0.1 GOLD PCB,US2202080000012,G05C02,,2694,,,,,,,,,2694,,,,,,M04543,Precidip,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44600,,,,
3116,,"WASHER,INSUL,FIBRE",US2407080000004,LAMBLK.2.7,,1000,,,,,,,,,1000,,,,,,M03135,Keystone,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2351,0.022,USS site,,,,,45481,,,,
31201.5P,,"FUSE .25x1.25 1-1/2A 250VAC,ROHS",US2407230000054,LAMBLK.5.11,,200,,,,,,,,,200,,,,,,M12364,"Littelfuse, Inc.",,W115,,Astute Electronics Inc. LAM STL,,,,USD,2348,0.2847,USS site,,,,,45496,,,,
314010,,"FUSE .25x1.25 10A 250VAC,ROHS",US2407230000101,LAMBLK.13.3,,119,,,,,,,,,119,,,,,,M08547,Future Electronics Corporation,,W115,,Astute Electronics Inc. LAM STL,,,,USD,Incconclusive,0.664,USS site,,,,,45496,,,,
3-1462039-7,,Relay,US2407160000035,LAM13.2.9,1906.7,829,2.3,,,,,,,,829,,,,46064,,M05724,TE Connectivity Ltd,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,2330,2.3,USS site,,,,,45489,,,,
3152-2-00-15-00-00-08-0,,Contact PIN Solder ST Swage Mount Bulk,LI2206290000037,G05D01,,50,,,,,,,,,150,,,,,,M03760,Mill-Max MFG Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44741,,,,
3152-2-00-15-00-00-08-0,,Contact PIN Solder ST Swage Mount Bulk,LI2206290000035,G05D01,,100,,,,,,,,,150,,,,,,M03760,Mill-Max MFG Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1742,,USS site,,,,,44741,,,,
3-188835-0,,Backplane Connector,PX2312270000022,F01A03,,387,,,,,,,,,387,,,,,,M05724,TE Connectivity Ltd,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
3-188836-0,,CONN HEADER 154POS 2MM PRESS-FIT,US0000000023537,G04B03,,180,,,,,,,,,180,,,,,,M05724,TE Connectivity Ltd,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
32208550,,"SNSR,TEMP,PT100,M222,-50 TO 300DEG C,PT",US2407110000030,LAMBLK.6.5,,999,,,,,,,,,999,,,,,,M02602,Heraeus Materials Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,Inconclusive,1.94,USS site,,,,,45484,,,,
323-00906-001,,SWITCH,US2512030000005,BTX-Wall,561.2,1000,0.5612,,,,,,,,1000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
323-00907-001,,SWITCH,US2512030000008,BTX-Wall,561.2,1000,0.5612,,,,,,,,1000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
323-00908-001,,Switch,US2512030000009,BTX-Wall,8979.2,16000,0.5612,,,,,,,,16000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
323-00909-001,,Switch,US2512030000012,BTX-Wall,1683.6,3000,0.5612,,,,,,,,3000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
323-00910-001,,Switch,US2512030000007,BTX-Wall,7856.8,14000,0.5612,,,,,,,,14000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
323-00911-001,,Switch,US2512030000006,BTX-Wall,25815.2,46000,0.5612,,,,,,,,46000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
323-00912-001,,Switch,US2512030000004,BTX-Wall,1683.6,3000,0.5612,,,,,,,,3000,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.5612,USS site,,,,,45994,,,,
326-00003-001,,Wire,US2512090000005,BTX-Warehouse,5291.328,826770,0.0064,,,,,,,1240155,826770,,,,,,M99999,Not Known Yet,,W110,,Astute Electronics Inc. - BTX,,,,USD,,0.0064,USS site,,,,,46000,,,,
3296W-1-104LF,,"POT TRIM,100K,25T,PCMT,ROHS",US2408080000047,LAMTB.8.7,,485,,,,,,,,,485,,,,46006,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2321,0.995,USS site,,,,,45512,,,,
3296W-1-254LF,,"POT TRIM,250K,25T,PCMT,ROHS",US2407010000018,LAMTB.1.10,,185,,,,,,,,,185,,,,46006,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2234,1.461,USS site,,,,,45474,,,,
3296W-1-302LF,,"POT TRIM,3K,25T,PCMT,ROHS",US2408080000046,LAMTB.8.6,,500,,,,,,,,,500,,,,,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,040C0,0.864,USS site,,,,,45512,,,,
3296W-1-505LF,,"POT TRIM,5MEG,25T,PCMT,ROHS",US2407010000023,LAMTB.7.11,,498,,,,,,,,,1998,,,,,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,1642,0.995,USS site,,,,,45474,,,,
3296W-1-505LF,,"POT TRIM,5MEG,25T,PCMT,ROHS",US2408070000024,LAMTB.7.11,,1500,,,,,,,,,1998,,,,,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,333C0,1.05,USS site,,,,,45511,,,,
3296X-1-101LF,,TRIMMER 100 OHM 0.5W PC PIN SIDE,US2203310000045,G01A03,,2200,,,,,,,,,3236,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"947, 852",,USS site,,,,,44651,,,,
3296X-1-101LF,,TRIMMER 100 OHM 0.5W PC PIN SIDE,US2204010000018,G01A03,,36,,,,,,,,,3236,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,n/a,,USS site,,,,,44652,,,,
3296X-1-101LF,,TRIMMER 100 OHM 0.5W PC PIN SIDE,US2204060000049,G01A03,,1000,,,,,,,,,3236,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,923,,USS site,,,,,44657,,,,
3296X-1-102LF,,TRIMMER 1K OHM 0.5W PC PIN SIDE,US2204060000058,A01E01,,400,,,,,,,,,5730,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,938,,USS site,,,,,44657,,,,
3296X-1-102LF,,TRIMMER 1K OHM 0.5W PC PIN SIDE,US2204060000046,A01E01,,1000,,,,,,,,,5730,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,927,,USS site,,,,,44657,,,,
3296X-1-102LF,,TRIMMER 1K OHM 0.5W PC PIN SIDE,US2203310000041,G01A01,,600,,,,,,,,,5730,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44651,,,,
3296X-1-102LF,,TRIMMER 1K OHM 0.5W PC PIN SIDE,US2204010000011,A01E01,,3730,,,,,,,,,5730,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"948, 920, 927, 926",,USS site,,,,,44652,,,,
3296X-1-103LF,,TRIMMER 10K OHM 0.5W PC PIN SIDE,US2204290000017,A02E01,,3642,,,,,,,,,8042,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"934, 925, 847, 992/847, 948",,USS site,,,,,44680,,,,
3296X-1-103LF,,TRIMMER 10K OHM 0.5W PC PIN SIDE,US2205200000022,A02E01,,3900,,,,,,,,,8042,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"935, 947, 945",,USS site,,,,,44701,,,,
3296X-1-103LF,,TRIMMER 10K OHM 0.5W PC PIN SIDE,US2205200000043,G01A01,,500,,,,,,,,,8042,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,935,,USS site,,,,,44701,,,,
3296X-1-104LF,,TRIMMER 100KOHM 0.5W PC PIN SIDE,US2203160000034,A01E01,,4697,,,,,,,,,6233,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,903,,USS site,,,,,44636,,,,
3296X-1-104LF,,TRIMMER 100KOHM 0.5W PC PIN SIDE,US2203310000032,A01E01,,500,,,,,,,,,6233,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,925,,USS site,,,,,44651,,,,
3296X-1-104LF,,TRIMMER 100KOHM 0.5W PC PIN SIDE,US2204060000048,A01E01,,1000,,,,,,,,,6233,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,925,,USS site,,,,,44657,,,,
3296X-1-104LF,,TRIMMER 100KOHM 0.5W PC PIN SIDE,US2205250000036,INVQRY,,36,,,,,,,,,6233,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,849,,USS site,,,,,44706,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2303200000016,A01E01,,400,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,45005,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2205250000035,A01E01,,200,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,929,,USS site,,,,,44706,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2205250000024,A01E01,,182,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,920,,USS site,,,,,44706,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2205200000034,A01E01,,700,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"940, 929",,USS site,,,,,44701,,,,
