Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,DJI DOCK 3,,Dji,4,,US2508260000025;STOCK,,,,DJI DOCK 3,,,,15095.5,,
,DJI DOCK 3,,Dji,5,,US25081400010-1;STOCK,,,,DJI DOCK 3,,,,,,
,DJI DOCK 3,,Dji,20,,US2508140000010;STOCK,,,,DJI DOCK 3,,,,15095.5,,
,DJI DOCK 3,,Dji,6,,US2509100000011;STOCK,,,,DJI DOCK 3,,,,15095.5,,
,DJI MATRICE 4D SERIES 240W CHA,,Dji,8,,US2510300000016;ATX71L,,,,DJI MATRICE 4D SERIES 240W CHARGING HUB,,,,217.55,,
,DJI MATRICE 4D SERIES 240W CHA,,Dji,32,,US25103000016-1;ATX71L,,,,DJI MATRICE 4D SERIES 240W CHARGING HUB,,,,,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,71,,US2512040000010;ATX61R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,168,,US2512040000011;ATX61R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,13,,US2511240000035;ATX33L,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,192,,US25120400011-1;ATX61R,,,,DJI MATRICE 4D SERIES BATTERY,,,,,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,50,,US2512040000012;ATX61R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,27,,US2511210000031;ATX71R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,94,,US2510130000017;ATX41L,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,90,,US2510280000027;ATX71R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,50,,US2510140000008;ATX41R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,210,,US25102800027-1;ATX71R,,,,DJI MATRICE 4D SERIES BATTERY,,,,,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,35,,US2509300000042;ATX71R,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,88,,US2509180000047;ATX41L,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4D SERIES BATTERY,,Dji,2,,US2508260022-02;ATX41L,,,,DJI MATRICE 4D SERIES BATTERY,,,,399,,
,DJI MATRICE 4TD,,Dji,5,,US25082100018-1;STOCK,,,,DJI MATRICE 4TD,,,,,,
,DJI MATRICE 4TD,,Dji,10,,US25110300046-1;STOCK,,,,DJI MATRICE 4TD,,,,,,
,DJI MATRICE 4TD,,Dji,45,,US2601020000027;SLS07,,,,DJI MATRICE 4TD,,,,6346,,
,DJI RC Plus,,Dji,1,,US2602240000009;F04F02,,,,DJI RC Plus Remote,,,,1909,,
,DVFL2805SFUL/ES,,VPT Inc,5,,US2511240000027;DSQR,,,,"POWER SUPPLY, 5 VOLT SINGLE, 20 AMP",,,,1385.63,,
,E1017-375,,Eaton,6,,US2602230000035;DSQR,,,,"E1017-375 Black Plug,",,,,315.45,,
,E1017-377,,Eaton,6,,US2603020000042;QC INSPECT,,,,Eaton Cam-LOK Female Plug 600V 545A Red,,,,332.96,,
,E4445A Service,,Charge,1,,US2509040000017;QC INSPECT,,,,Testing/service of part E4445A,,,,250,,
,ECS-.327-12.5-13X,,Ecs Inc,8,,US2404300000023;QC INSPECT,,,,Crystal Oscillator,,,,,,
,EP2S30F484I4N,,Altera,38,,US2602020000088;QC INSPECT,,,,"Field Programmable Gate Array, 1694 CLB",,,,65.3,,
,EP2S30F484I4N,,Altera,3,,US2602250000033;QC INSPECT,,,,"Field Programmable Gate Array, 1694 CLB",,,,231.96667,,
,EPM7128AETC100-7N,,Altera,90,,US2603050000020;QC INSPECT,,,,IC CPLD 128MC 7.5NS 100TQFP,,,,29.3152,,
,EXPEDITE FEE,,Charge,1,,US2510170000009;STOCK,,,,EXPEDITE FEE,,,,450,,
,EXPEDITE FEE,,Charge,1,,US2602030000036;STOCK,,,,EXPEDITE FEE,,,,25,,
,F262KDH-01C,,Johnson Controls,1,,US2602230000030;QC INSPECT,,,,F262KDH-01C,,,,202.2,,
,Fees,,Polycase,1,,US2510070000001;QC INSPECT,,,,Fees,,,,10,,
,Fees,,Polycase,1,,US2511190000026;QC INSPECT,,,,Fees,,,,93.47,,
,Fees,,Polycase,1,,US2511190000027;QC INSPECT,,,,Fees,,,,142.75,,
,FH12S-40S-0.5SH(55),,Hirose Electric Co Ltd,2000,,US2602050000015;SLS02,,,,CONN FFC BOTTOM 40POS 0.5MM R/A,,,,0.6747,,
,FH12S-40S-0.5SH(55),,Hirose Electric Co Ltd,2000,,US2602050000014;SLS02,,,,CONN FFC BOTTOM 40POS 0.5MM R/A,,,,0.6747,,
