Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,FP-301 3/4IN CR 200,,3M,4218,,US2602260000034;QC INSPECT,,,,(/) TBG HT SHRINK 2:1 FLEX CLR,,,,,,
,IRF4905STRLPBF,,Infineon Technologies,790,,US2602240000003;QC INSPECT,,,,(CE/) XSTR SMD FIELD EFT ID -7,,,,,,
,IRFB4228PBF,,Infineon Technologies,1000,,US2602230000043;QC INSPECT,,,,(CE/) XSTR PWR N-MOSFET TO-220,,,,,,
,IRFB4321PBF,,Infineon,3492,,US2602190000048;QC INSPECT,,,,MOSFET N-CH 150V 85A TO220AB,,,,,,
,KE15L,,Murata Manufacturing Co Ltd,19519,,US2603020000003;QC INSPECT,,,,(CE/) CAP 22UF CM 25V 10% X5R,,,,,,
,KUHP-11D17-24,,TE Connectivity,457,,US2602250000049;QC INSPECT,,,,(/) RELAY 24VDC 20A,,,,,,
,LM311N/NOPB,,Texas Instruments,1067,,US2602110000060;QC INSPECT,,,,(CE/C4) IC VOLT COMP LM311N PD,,,,,,
,MCRC1/4G105JT-RH,,Multicomp,643,,US2602260000037;QC INSPECT,,,,(CE/) RES 1M CF 1/4W 5%,,,,,,
,MOX93021004FVE,,Ohmite,491,,US2602180000034;QC INSPECT,,,,"RES,METAL FILM,1M OHM",,,,,,
,MOX93021004FVE,,Ohmite,252,,US2603020000001;QC INSPECT,,,,"RES,METAL FILM,1M OHM",,,,,,
,MT25QL128ABA8ESF-0AATTR,,Micron Technology Inc,1000,,US2602110000051;QC INSPECT,,,,(CE/) IC FLASH 64MB 3V SO16W R,,,,,,
,N3433-6203RB,,3M,431,,US2602230000010;QC INSPECT,,,,(CE/) CONN 50PIN PC.155 PLG,,,,,,
,OD132JE-TR,,Ohmite,2080,,US2602230000045;QC INSPECT,,,,(CE/) RES 1.3K CC 1/4 5% AXIAL,,,,,,
,OD511JE-TR,,Ohmite,3535,,US2602250000051;QC INSPECT,,,,RES 510 OHM 5% 1/4W AXIAL,,,,,,
,OF122JE-TR,,Ohmite,1284,,US2602240000002;QC INSPECT,,,,(CE/) RES 1.2K 1/2W 5%,,,,,,
,OPA830IDR,,Texas Instruments,3223,,US2602110000057;QC INSPECT,,,,(CE/) IC OP AMP +/-5.5V -40C T,,,,,,
,PCF0J221MCL1GS,,Yageo Corp,5024,,US2602220000002;QC INSPECT,,,,(CE/) CAP 220UF 6.3V 20% POLYM,,,,,,
,PF480D25,,Sensata Technologies Inc,85,,US2602220000005;QC INSPECT,,,,(CE/) RELAY SCR 25AMP PC MOUNT,,,,,,
,PLV1J220MCL1TD,,Nichicon Corp,885,,US2602260000035;QC INSPECT,,,,(/) CAP 22UF 63V 1800MA ELECTR,,,,,,
,PTMA402050A1AZ,,Texas Instruments,732,,US2602110000055;QC INSPECT,,,,(CE/) PS DC-DC CONV 36 TO 75VI,,,,,,
,PTMA402050P2AS,,Texas Instruments,142,,US2602110000058;QC INSPECT,,,,PS DC-DC CONV 36 TO 75VIN 5V O,,,,,,
,PTMA402050P2AS,,Texas Instruments,5,,US2603010000002;QC INSPECT,,,,PS DC-DC CONV 36 TO 75VIN 5V O,,,,,,
,PTMA403033A1AZ,,Texas Instruments,382,,US2602110000056;QC INSPECT,,,,(CE/) PS DC-DC CONV 36 TO 75VI,,,,,,
,RC0805FR-0720RL,,Yageo Corp,9731,,US2602220000006;QC INSPECT,,,,(CE/) RES 0805 20.0 1% 1/10W R,,,,,,
,RC0805FR-072K55L,,Yageo Corp,5408,,US2603020000004;QC INSPECT,,,,(/) RES SMD 0805 2.55K 1% 1/10,,,,,,
,RG2012P-2101-B-T5,,Yageo Corp,15664,,US2602220000009;QC INSPECT,,,,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.10K",,,,,,
,RN152-6-02-3M9,,TE Connectivity,14,,US2602020000096;QC INSPECT,,,,IDCTR CHOKE COML MODE RN152 3.,,,,,,
,RN55D4993FRE6,,Vishay Dale,5000,,US2602220000012;QC INSPECT,,,,(CE/) RES 499K 1/8W 1% MF,,,,,,
,RN732BTTD4992B25,,KOA Speer Electronics Inc,7423,,US2602260000036;QC INSPECT,,,,(CE/) RES SMD 1206 0.1% 49.9K,,,,,,
,RT0805BRD071K87L,,Yageo Corp,9799,,US2602220000007;QC INSPECT,,,,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.87K",,,,,,
,RT0805BRD071K96L,,Yageo Corp,9585,,US2602240000004;QC INSPECT,,,,(/) RES SMD 0805 RG MF 0.1% 1/,,,,,,
,RT0805BRD072K37L,,Yageo Corp,9657,,US2602190000033;QC INSPECT,,,,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.37K ROHS",,,,,,
,RT0805BRD072K55L,,Yageo Corp,4938,,US2602220000001;QC INSPECT,,,,(/) RES SMD 0805 RG MF 0.1% 1/,,,,,,
,RT-DSUB-H-SR-78TCL,,Raycon Industries,31,,US2602230000050;QC INSPECT,,,,(/) CONN D-SUB 78 POS FEM RIGH,,,,,,
,RUEF185,,Littelfuse Inc,4874,,US2602110000054;QC INSPECT,,,,(CE/) FUSE POLYSWITCH RESETTAB,,,,,,
,S36SE12002PRFZ,,Delta,1189,,US2602180000032;QC INSPECT,,,,(CE/) PS MODULE DC/DC 1X1 12V,,,,,,
,S36SE12002PRFZ,,Delta,79,,US2603010000003;QC INSPECT,,,,(CE/) PS MODULE DC/DC 1X1 12V,,,,,,
,SR307C104KARTR1,,KYOCERA AVX,2144,,US2602220000004;QC INSPECT,,,,CAP 0.1UF CM 500V 10% X7R TH R,,,,,,
,SSW-117-01-G-D,,Samtec Inc,656,,US2602230000011;QC INSPECT,,,,"CONN,SKT,STR,.1 X .1, 34 PIN",,,,,,
,SZ-KS16/12N,,ABB Ltd,255,,US2603020000005;QC INSPECT,,,,(CE/) BUS 1 PHASE 50A 12 POS,,,,,,
,TDE1798DP,,ST Micrelectronics,125,,US2602110000053;QC INSPECT,,,,"IC,INDUSTRIAL DRIVER,0.5A PWR SW,6V-35V",,,,,,
,THN 30-2411,,Not Known Yet,19,,US2602230000048;QC INSPECT,,,,(/) PWR SPLY 5V DC-DC 30W 6A T,,,,,,
,TP-104-01-00,,Components Corporation,6666,,US2602230000009;QC INSPECT,,,,TP LOOPED .063 HOLE 1 POS BLK,,,,,,
,TPS3802K33DCKR,,Texas Instruments,4130,,US2602110000059;QC INSPECT,,,,(CE/) IC VOLT SPVSR SC-70-5 RO,,,,,,
,TXS2SA-4.5V-Z,,Panasonic Corp,231,,US2602230000046;QC INSPECT,,,,RELAY 4.5V 1A DPDT S-SIDE SMD,,,,,,
,UV-035DQ,,Advanced Photonix Inc,101,,US2602190000047;QC INSPECT,,,,(CE/) PHOTODIODE 980 NM TO-8,,,,,,
,V48C12C150BL,,Vicor Corp,253,,US2602250000048;QC INSPECT,,,,IC (CE/) DC-DC CONVERTER 12VDC,,,,,,
,V48C12C75BL,,Vicor Corp,152,,US2602180000030;QC INSPECT,,,,IC (CE/) DC-DC CONVERTER 12VDC,,,,,,
,V72C12C150BL,,Delta,149,,US2602180000031;QC INSPECT,,,,(CE/) DC-DC CONVERTER 12VDC 15,,,,,,
,XLH536003.686400I,,Renesas Electronics Corp,1151,,US2602230000008;QC INSPECT,,,,(CE/) XTAL 3.6864 MHZ 3.3V,,,,,,
,XLH536020.000000I,,Renesas Electronics Corp,1369,,US2602230000044;QC INSPECT,,,,(CE/) XTAL 3.3V 20MHZ CMOS,,,,,,
